"LYON ST EXUPERY, FR (FR069029001)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1967-04-21,,60,45,0.00,,
1967-04-22,,49,38,0.00,,
1967-04-23,,53,38,0.16,,
1967-04-24,,52,41,0.00,,
1967-04-25,,54,33,0.00,,
1967-04-26,,56,36,0.00,,
1967-04-27,,58,36,0.00,,
1967-04-28,,62,37,0.00,,
1967-04-29,,65,36,0.00,,
1967-04-30,,73,38,0.00,,
1967-05-01,,66,53,0.38,,
1967-05-02,,52,46,0.21,,
1967-05-03,,53,42,0.00,,
1967-05-04,,65,31,0.00,,
1967-05-05,,66,50,0.54,,
1967-05-06,,57,45,0.02,,
1967-05-07,,68,37,0.03,,
1967-05-08,,68,47,0.00,,
1967-05-09,,72,43,0.00,,
1967-05-10,,76,51,0.00,,
1967-05-11,,76,51,0.00,,
1967-05-12,,74,58,0.09,,
1967-05-13,,76,56,0.00,,
1967-05-14,,72,57,0.37,,
1967-05-15,,70,54,0.08,,
1967-05-16,,64,52,0.01,,
1967-05-17,,64,48,0.11,,
1967-05-18,,61,51,0.00,,
1967-05-19,,65,47,0.00,,
1967-05-20,,64,47,0.00,,
1967-05-21,,70,41,0.00,,
1967-05-22,,73,45,0.50,,
1967-05-23,,57,46,0.27,,
1967-05-24,,62,44,0.20,,
1967-05-25,,64,50,0.02,,
1967-05-26,,69,50,0.00,,
1967-05-27,,79,46,0.00,,
1967-05-28,,79,61,0.01,,
1967-05-29,,66,53,0.00,,
1967-05-30,,67,46,0.04,,
1967-05-31,,60,49,0.02,,
1967-06-01,,64,46,0.00,,
1967-06-02,,69,46,0.00,,
1967-06-03,,74,49,0.00,,
1967-06-04,,76,50,0.00,,
1967-06-05,,79,51,0.00,,
1967-06-06,,83,55,0.00,,
1967-06-07,,82,61,1.76,,
1967-06-08,,62,56,0.00,,
1967-06-09,,63,51,0.00,,
1967-06-10,,62,51,0.00,,
1967-06-11,,65,49,0.00,,
1967-06-12,,63,46,0.00,,
1967-06-13,,66,45,0.00,,
1967-06-14,,71,45,0.00,,
1967-06-15,,68,48,0.00,,
1967-06-16,,58,46,0.62,,
1967-06-17,,68,50,0.00,,
1967-06-18,,74,53,1.35,,
1967-06-19,,68,56,0.00,,
1967-06-20,,71,48,0.00,,
1967-06-21,,70,59,0.00,,
1967-06-22,,81,51,0.00,,
1967-06-23,,86,58,0.00,,
1967-06-24,,83,64,0.00,,
1967-06-25,,85,64,0.00,,
1967-06-26,,81,58,1.39,,
1967-06-27,,71,56,0.10,,
1967-06-28,,71,51,0.00,,
1967-06-29,,75,54,0.00,,
1967-06-30,,81,55,0.00,,
1967-07-01,,87,59,0.00,,
1967-07-02,,83,59,0.05,,
1967-07-03,,80,59,0.21,,
1967-07-04,,74,61,0.00,,
1967-07-05,,77,55,0.00,,
1967-07-06,,82,56,0.23,,
1967-07-07,,75,61,0.32,,
1967-07-08,,76,56,0.04,,
1967-07-09,,71,57,0.00,,
1967-07-10,,75,52,0.00,,
1967-07-11,,83,53,0.00,,
1967-07-12,,86,58,0.00,,
1967-07-13,,88,63,0.00,,
1967-07-14,,84,67,0.00,,
1967-07-15,,78,59,0.00,,
1967-07-16,,82,56,0.00,,
1967-07-17,,89,58,0.00,,
1967-07-18,,95,63,0.00,,
1967-07-19,,94,67,0.00,,
1967-07-20,,85,68,0.01,,
1967-07-21,,91,65,0.05,,
1967-07-22,,90,68,0.00,,
1967-07-23,,82,66,0.00,,
1967-07-24,,82,60,0.09,,
1967-07-25,,68,62,0.13,,
1967-07-26,,81,53,0.00,,
1967-07-27,,84,59,0.00,,
1967-07-28,,87,57,0.00,,
1967-07-29,,82,65,0.00,,
1967-07-30,,85,60,0.00,,
1967-07-31,,91,61,0.00,,
1967-08-01,,92,62,0.00,,
1967-08-02,,90,65,0.14,,
1967-08-03,,72,64,0.01,,
1967-08-04,,65,61,0.25,,
1967-08-05,,73,57,0.00,,
1967-08-06,,74,54,0.00,,
1967-08-07,,83,51,0.00,,
1967-08-08,,83,68,0.43,,
1967-08-09,,80,60,1.46,,
1967-08-10,,79,59,0.00,,
1967-08-11,,73,57,0.00,,
1967-08-12,,76,52,0.59,,
1967-08-13,,65,53,0.00,,
1967-08-14,,64,49,0.03,,
1967-08-15,,84,61,0.00,,
1967-08-16,,83,67,0.12,,
1967-08-17,,75,62,0.36,,
1967-08-18,,74,52,0.00,,
1967-08-19,,79,53,0.00,,
1967-08-20,,75,60,0.00,,
1967-08-21,,76,56,0.00,,
1967-08-22,,85,57,0.00,,
1967-08-23,,82,63,0.00,,
1967-08-24,,75,65,0.00,,
1967-08-25,,76,54,0.00,,
1967-08-26,,77,60,0.00,,
1967-08-27,,79,56,0.00,,
1967-08-28,,77,57,0.00,,
1967-08-29,,78,55,0.00,,
1967-08-30,,79,60,0.00,,
1967-08-31,,76,57,0.00,,
1967-09-01,,81,53,0.00,,
1967-09-02,,86,54,0.05,,
1967-09-03,,77,65,0.41,,
1967-09-04,,65,54,0.17,,
1967-09-05,,72,46,0.01,,
1967-09-06,,59,53,0.14,,
1967-09-07,,64,44,0.00,,
1967-09-08,,63,50,0.00,,
1967-09-09,,61,51,0.00,,
1967-09-10,,65,46,0.00,,
1967-09-11,,66,46,0.00,,
1967-09-12,,65,46,0.01,,
1967-09-13,,64,50,0.89,,
1967-09-14,,61,50,0.04,,
1967-09-15,,60,53,0.77,,
1967-09-16,,66,54,0.00,,
1967-09-17,,68,45,0.03,,
1967-09-18,,71,52,0.11,,
1967-09-19,,70,49,0.03,,
1967-09-20,,66,52,0.04,,
1967-09-21,,77,58,0.87,,
1967-09-22,,63,54,0.00,,
1967-09-23,,71,41,0.00,,
1967-09-24,,76,51,0.00,,
1967-09-25,,79,61,0.00,,
1967-09-26,,80,63,0.00,,
1967-09-27,,76,55,0.00,,
1967-09-28,,77,55,0.00,,
1967-09-29,,79,59,0.00,,
1967-09-30,,72,60,0.40,,
1967-10-01,,66,57,0.00,,
1967-10-02,,70,54,0.04,,
1967-10-03,,71,57,0.00,,
1967-10-04,,65,55,0.22,,
1967-10-05,,59,47,0.01,,
1967-10-06,,61,39,0.00,,
1967-10-07,,70,54,0.01,,
1967-10-08,,67,53,0.00,,
1967-10-09,,66,44,0.00,,
1967-10-10,,67,47,0.00,,
1967-10-11,,73,43,0.00,,
1967-10-12,,72,58,0.00,,
1967-10-13,,72,58,0.00,,
1967-10-14,,72,52,0.00,,
1967-10-15,,73,62,0.00,,
1967-10-16,,77,63,0.00,,
1967-10-17,,75,,0.06,,
1967-10-18,,,50,0.00,,
1967-10-19,,65,35,0.00,,
1967-10-20,,70,55,0.00,,
1967-10-21,,72,59,0.00,,
1967-10-22,,72,61,0.00,,
1967-10-23,,71,48,0.00,,
1967-10-24,,71,46,0.00,,
1967-10-25,,70,52,0.00,,
1967-10-26,,68,44,0.00,,
1967-10-27,,70,52,0.09,,
1967-10-28,,64,46,0.18,,
1967-10-29,,57,45,0.00,,
1967-10-30,,56,36,0.00,,
1967-10-31,,49,37,0.43,,
1967-11-01,,54,43,0.04,,
1967-11-02,,57,47,0.18,,
1967-11-03,,55,43,0.00,,
1967-11-04,,57,35,0.18,,
1967-11-05,,53,43,0.00,,
1967-11-06,,52,35,0.01,,
1967-11-07,,54,32,0.00,,
1967-11-08,,52,39,0.01,,
1967-11-09,,58,34,0.00,,
1967-11-10,,54,43,0.00,,
1967-11-11,,49,37,0.00,,
1967-11-12,,55,36,0.00,,
1967-11-13,,56,42,0.00,,
1967-11-14,,64,41,0.50,,
1967-11-15,,61,,1.73,,
1967-11-16,,,40,1.04,,
1967-11-17,,48,41,0.00,,
1967-11-18,,55,44,0.00,,
1967-11-19,,45,41,0.00,,
1967-11-20,,50,41,0.00,,
1967-11-21,,45,38,0.02,,
1967-11-22,,43,40,0.00,,
1967-11-23,,47,30,0.00,,
1967-11-24,,42,34,0.00,,
1967-11-25,,51,36,0.06,,
1967-11-26,,52,,1.39,,
1967-11-27,,,33,0.07,,
1967-11-28,,42,28,0.00,,
1967-11-29,,50,36,0.33,,
1967-11-30,,47,37,0.00,,
1967-12-01,,40,34,0.00,,
1967-12-02,,40,34,0.00,,
1967-12-03,,36,32,0.00,,
1967-12-04,,41,32,0.00,,
1967-12-05,,39,32,0.00,,
1967-12-06,,45,33,0.09,,
1967-12-07,,41,34,0.03,,
1967-12-08,,34,27,0.00,,
1967-12-09,,32,21,0.00,,
1967-12-10,,27,20,0.00,,
1967-12-11,,23,18,0.00,,
1967-12-12,,23,21,0.01,,
1967-12-13,,26,17,0.00,,
1967-12-14,,28,20,0.01,,
1967-12-15,,32,27,0.01,,
1967-12-16,,37,29,0.02,,
1967-12-17,,38,31,0.00,,
1967-12-18,,35,27,0.00,,
1967-12-19,,35,25,0.16,,
1967-12-20,,35,30,0.00,,
1967-12-21,,33,18,0.00,,
1967-12-22,,45,29,0.03,,
1967-12-23,,52,38,0.07,,
1967-12-24,,57,46,0.00,,
1967-12-25,,46,40,0.23,,
1967-12-26,,43,39,0.00,,
1967-12-27,,43,38,0.00,,
1967-12-28,,43,31,0.16,,
1967-12-29,,40,33,0.13,,
1967-12-30,,38,31,0.02,,
1967-12-31,,35,26,0.06,,
1968-01-01,,38,28,0.28,,
1968-01-02,,39,32,0.09,,
1968-01-03,,37,30,0.26,,
1968-01-04,,42,33,0.28,,
1968-01-05,,46,33,0.28,,
1968-01-06,,48,38,0.07,,
1968-01-07,,47,,0.13,,
1968-01-08,,,30,0.11,,
1968-01-09,,37,28,0.19,,
1968-01-10,,26,21,0.05,,
1968-01-11,,31,19,0.19,,
1968-01-12,,31,18,0.03,,
1968-01-13,,34,3,0.22,,
1968-01-14,,38,16,0.15,,
1968-01-15,,45,28,0.00,,
1968-01-16,,41,23,0.00,,
1968-01-17,,45,22,0.04,,
1968-01-18,,42,36,0.29,,
1968-01-19,,46,35,0.11,,
1968-01-20,,43,37,0.00,,
1968-01-21,,41,23,0.00,,
1968-01-22,,29,25,0.00,,
1968-01-23,,31,27,0.00,,
1968-01-24,,37,28,0.01,,
1968-01-25,,37,33,0.10,,
1968-01-26,,43,33,0.22,,
1968-01-27,,44,38,0.00,,
1968-01-28,,42,30,0.00,,
1968-01-29,,45,34,0.00,,
1968-01-30,,34,26,0.00,,
1968-01-31,,42,28,0.00,,
1968-02-01,,52,33,0.01,,
1968-02-02,,51,38,0.12,,
1968-02-03,,42,35,0.23,,
1968-02-04,,39,30,0.00,,
1968-02-05,,46,25,0.02,,
1968-02-06,,50,38,0.03,,
1968-02-07,,52,38,0.00,,
1968-02-08,,50,39,0.17,,
1968-02-09,,50,38,0.11,,
1968-02-10,,51,36,0.00,,
1968-02-11,,50,29,0.00,,
1968-02-12,,48,41,0.10,,
1968-02-13,,53,32,0.03,,
1968-02-14,,62,40,0.00,,
1968-02-15,,52,42,0.02,,
1968-02-16,,43,38,0.00,,
1968-02-17,,43,31,0.00,,
1968-02-18,,45,26,0.00,,
1968-02-19,,49,30,0.10,,
1968-02-20,,56,42,0.01,,
1968-02-21,,51,46,0.09,,
1968-02-22,,51,44,0.22,,
1968-02-23,,55,40,0.31,,
1968-02-24,,44,40,0.59,,
1968-02-25,,42,38,0.00,,
1968-02-26,,39,34,0.00,,
1968-02-27,,40,33,0.00,,
1968-02-28,,45,29,0.00,,
1968-02-29,,45,26,0.00,,
1968-03-01,,57,26,0.00,,
1968-03-02,,55,30,0.00,,
1968-03-03,,39,34,0.00,,
1968-03-04,,44,35,0.00,,
1968-03-05,,48,27,0.00,,
1968-03-06,,42,37,0.31,,
1968-03-07,,43,30,0.00,,
1968-03-08,,45,29,0.00,,
1968-03-09,,43,31,0.00,,
1968-03-10,,48,35,0.00,,
1968-03-11,,48,40,0.11,,
1968-03-12,,44,36,0.00,,
1968-03-13,,48,27,0.00,,
1968-03-14,,50,30,0.00,,
1968-03-15,,52,35,0.13,,
1968-03-16,,46,38,0.00,,
1968-03-17,,57,28,0.01,,
1968-03-18,,55,42,0.00,,
1968-03-19,,56,40,0.00,,
1968-03-20,,54,37,0.08,,
1968-03-21,,55,44,0.06,,
1968-03-22,,52,37,0.04,,
1968-03-23,,64,40,0.00,,
1968-03-24,,66,43,0.00,,
1968-03-25,,67,45,0.00,,
1968-03-26,,62,38,0.00,,
1968-03-27,,66,40,0.00,,
1968-03-28,,74,38,0.00,,
1968-03-29,,72,43,0.00,,
1968-03-30,,70,41,0.00,,
1968-03-31,,67,48,0.00,,
1968-04-01,,63,42,0.00,,
1968-04-02,,64,42,0.02,,
1968-04-03,,53,43,0.07,,
1968-04-04,,54,28,0.01,,
1968-04-05,,65,48,0.64,,
1968-04-06,,54,43,0.00,,
1968-04-07,,49,38,0.01,,
1968-04-08,,51,40,0.00,,
1968-04-09,,52,30,0.00,,
1968-04-10,,57,30,0.00,,
1968-04-11,,58,34,0.00,,
1968-04-12,,53,33,0.00,,
1968-04-13,,56,31,0.03,,
1968-04-14,,52,39,0.07,,
1968-04-15,,66,43,0.00,,
1968-04-16,,63,49,0.00,,
1968-04-17,,69,48,0.00,,
1968-04-18,,73,50,0.00,,
1968-04-19,,76,44,0.00,,
1968-04-20,,80,50,0.00,,
1968-04-21,,81,52,0.00,,
1968-04-22,,82,49,0.00,,
1968-04-23,,80,49,0.02,,
1968-04-24,,57,52,0.57,,
1968-04-25,,55,41,0.06,,
1968-04-26,,58,44,0.00,,
1968-04-27,,60,40,0.37,,
1968-04-28,,67,50,0.47,,
1968-04-29,,64,45,0.00,,
1968-04-30,,63,45,0.00,,
1968-05-01,,65,48,0.02,,
1968-05-02,,63,52,0.22,,
1968-05-03,,70,51,0.00,,
1968-05-04,,70,55,0.87,,
1968-05-05,,72,49,0.07,,
1968-05-06,,51,45,0.78,,
1968-05-07,,57,41,0.21,,
1968-05-08,,58,37,0.00,,
1968-05-09,,66,48,0.00,,
1968-05-10,,67,47,0.00,,
1968-05-11,,63,48,0.58,,
1968-05-12,,56,47,0.10,,
1968-05-13,,62,42,0.00,,
1968-05-14,,68,45,0.00,,
1968-05-15,,70,48,0.00,,
1968-05-16,,73,49,0.00,,
1968-05-17,,60,49,0.00,,
1968-05-18,,59,41,0.00,,
1968-05-19,,62,37,0.03,,
1968-05-20,,49,45,0.88,,
1968-05-21,,49,44,0.21,,
1968-05-22,,55,44,0.00,,
1968-05-23,,67,36,0.00,,
1968-05-24,,74,50,0.00,,
1968-05-25,,58,53,0.45,,
1968-05-26,,67,49,0.03,,
1968-05-27,,59,54,0.54,,
1968-05-28,,65,53,0.01,,
1968-05-29,,70,59,0.01,,
1968-05-30,,70,60,0.00,,
1968-05-31,,63,51,0.00,,
1968-06-01,,71,49,0.00,,
1968-06-02,,73,46,0.06,,
1968-06-03,,68,56,0.02,,
1968-06-04,,68,54,0.00,,
1968-06-05,,71,49,0.00,,
1968-06-06,,74,50,0.00,,
1968-06-07,,72,51,0.00,,
1968-06-08,,74,53,0.00,,
1968-06-09,,69,56,0.00,,
1968-06-10,,70,48,0.00,,
1968-06-11,,69,47,0.00,,
1968-06-12,,67,48,0.00,,
1968-06-13,,64,48,0.02,,
1968-06-14,,73,50,0.44,,
1968-06-15,,66,55,0.00,,
1968-06-16,,70,53,0.00,,
1968-06-17,,70,53,0.00,,
1968-06-18,,75,52,0.00,,
1968-06-19,,74,57,0.15,,
1968-06-20,,64,57,0.19,,
1968-06-21,,67,50,0.00,,
1968-06-22,,75,48,0.00,,
1968-06-23,,66,56,0.75,,
1968-06-24,,68,52,0.00,,
1968-06-25,,81,53,0.00,,
1968-06-26,,76,58,0.00,,
1968-06-27,,84,62,0.00,,
1968-06-28,,89,63,0.00,,
1968-06-29,,87,61,0.00,,
1968-06-30,,91,66,0.00,,
1968-07-01,,95,62,0.00,,
1968-07-02,,90,,0.27,,
1968-07-03,,,62,0.00,,
1968-07-04,,79,60,0.00,,
1968-07-05,,89,61,0.00,,
1968-07-06,,82,66,0.00,,
1968-07-07,,88,58,0.00,,
1968-07-08,,90,62,0.00,,
1968-07-09,,91,67,0.00,,
1968-07-10,,94,69,0.32,,
1968-07-11,,80,64,0.00,,
1968-07-12,,75,56,0.00,,
1968-07-13,,82,53,0.03,,
1968-07-14,,77,58,0.46,,
1968-07-15,,70,54,0.12,,
1968-07-16,,68,54,0.55,,
1968-07-17,,63,52,0.43,,
1968-07-18,,67,54,0.00,,
1968-07-19,,69,54,0.00,,
1968-07-20,,71,51,0.00,,
1968-07-21,,72,55,0.00,,
1968-07-22,,73,48,0.00,,
1968-07-23,,81,52,0.04,,
1968-07-24,,67,53,0.00,,
1968-07-25,,75,55,0.00,,
1968-07-26,,71,54,0.00,,
1968-07-27,,75,49,0.00,,
1968-07-28,,78,50,0.00,,
1968-07-29,,83,54,0.00,,
1968-07-30,,84,60,0.00,,
1968-07-31,,83,63,0.00,,
1968-08-01,,80,61,0.20,,
1968-08-02,,64,59,1.61,,
1968-08-03,,63,58,0.00,,
1968-08-04,,73,56,0.00,,
1968-08-05,,65,54,0.46,,
1968-08-06,,76,56,1.16,,
1968-08-07,,71,60,0.00,,
1968-08-08,,69,57,0.02,,
1968-08-09,,72,51,0.00,,
1968-08-10,,70,57,0.01,,
1968-08-11,,72,50,0.00,,
1968-08-12,,73,58,0.01,,
1968-08-13,,66,53,0.55,,
1968-08-14,,70,58,0.12,,
1968-08-15,,68,57,0.00,,
1968-08-16,,74,48,0.00,,
1968-08-17,,69,61,0.24,,
1968-08-18,,64,49,0.11,,
1968-08-19,,69,47,0.00,,
1968-08-20,,78,48,0.00,,
1968-08-21,,81,51,0.00,,
1968-08-22,,81,56,0.00,,
1968-08-23,,77,61,0.00,,
1968-08-24,,75,53,0.00,,
1968-08-25,,74,55,0.00,,
1968-08-26,,77,55,0.00,,
1968-08-27,,80,56,0.01,,
1968-08-28,,68,61,0.30,,
1968-08-29,,67,58,0.74,,
1968-08-30,,71,59,0.13,,
1968-08-31,,67,58,0.00,,
1968-09-01,,73,53,0.00,,
1968-09-02,,71,59,1.14,,
1968-09-03,,67,54,0.11,,
1968-09-04,,63,56,0.01,,
1968-09-05,,69,45,0.00,,
1968-09-06,,66,47,0.00,,
1968-09-07,,69,55,0.00,,
1968-09-08,,72,51,0.00,,
1968-09-09,,73,50,0.00,,
1968-09-10,,78,49,1.01,,
1968-09-11,,68,58,0.00,,
1968-09-12,,69,48,0.00,,
1968-09-13,,73,47,0.17,,
1968-09-14,,68,57,0.66,,
1968-09-15,,60,54,0.93,,
1968-09-16,,71,49,0.01,,
1968-09-17,,69,55,0.00,,
1968-09-18,,67,48,0.00,,
1968-09-19,,67,48,0.00,,
1968-09-20,,68,51,0.02,,
1968-09-21,,67,61,0.30,,
1968-09-22,,66,55,0.00,,
1968-09-23,,69,53,0.17,,
1968-09-24,,62,52,0.07,,
1968-09-25,,65,50,0.00,,
1968-09-26,,73,49,0.00,,
1968-09-27,,73,57,0.22,,
1968-09-28,,55,51,0.50,,
1968-09-29,,58,39,0.07,,
1968-09-30,,61,50,0.00,,
1968-10-01,,62,52,0.00,,
1968-10-02,,63,49,0.00,,
1968-10-03,,64,51,0.00,,
1968-10-04,,58,52,0.00,,
1968-10-05,,62,52,0.00,,
1968-10-06,,64,54,0.00,,
1968-10-07,,64,54,0.00,,
1968-10-08,,64,56,0.84,,
1968-10-09,,65,52,0.00,,
1968-10-10,,72,50,0.00,,
1968-10-11,,70,53,0.00,,
1968-10-12,,74,48,0.00,,
1968-10-13,,77,51,0.00,,
1968-10-14,,72,52,0.07,,
1968-10-15,,63,55,0.00,,
1968-10-16,,60,49,0.00,,
1968-10-17,,60,41,0.00,,
1968-10-18,,65,39,0.00,,
1968-10-19,,67,52,0.00,,
1968-10-20,,65,43,0.00,,
1968-10-21,,67,41,0.00,,
1968-10-22,,67,44,0.00,,
1968-10-23,,61,44,0.00,,
1968-10-24,,69,48,0.59,,
1968-10-25,,64,48,0.00,,
1968-10-26,,52,45,0.00,,
1968-10-27,,52,46,0.00,,
1968-10-28,,66,47,0.00,,
1968-10-29,,68,62,0.01,,
1968-10-30,,70,51,0.00,,
1968-10-31,,71,61,0.00,,
1968-11-01,,72,57,0.30,,
1968-11-02,,62,53,2.52,,
1968-11-03,,53,,0.04,,
1968-11-04,,,45,0.17,,
1968-11-05,,49,45,0.00,,
1968-11-06,,53,44,0.00,,
1968-11-07,,59,40,0.00,,
1968-11-08,,50,41,0.03,,
1968-11-09,,47,44,0.00,,
1968-11-10,,47,43,0.00,,
1968-11-11,,53,38,0.00,,
1968-11-12,,44,34,0.00,,
1968-11-13,,58,34,0.00,,
1968-11-14,,51,,0.02,,
1968-11-15,,,,0.15,,
1968-11-16,,,30,0.00,,
1968-11-17,,32,29,0.09,,
1968-11-18,,30,28,0.25,,
1968-11-19,,34,28,0.04,,
1968-11-20,,38,32,0.00,,
1968-11-21,,41,36,0.00,,
1968-11-22,,35,25,0.00,,
1968-11-23,,45,28,0.01,,
1968-11-24,,50,37,0.17,,
1968-11-25,,53,39,0.00,,
1968-11-26,,48,39,0.00,,
1968-11-27,,61,35,0.00,,
1968-11-28,,59,40,0.00,,
1968-11-29,,46,33,0.00,,
1968-11-30,,54,40,0.00,,
1968-12-01,,41,31,0.00,,
1968-12-02,,40,35,0.00,,
1968-12-03,,40,35,0.00,,
1968-12-04,,43,38,0.00,,
1968-12-05,,46,41,0.00,,
1968-12-06,,42,34,0.00,,
1968-12-07,,45,36,0.00,,
1968-12-08,,38,,0.00,,
1968-12-09,,,32,0.00,,
1968-12-10,,35,32,0.00,,
1968-12-11,,33,31,0.00,,
1968-12-12,,31,28,0.00,,
1968-12-13,,28,24,0.00,,
1968-12-14,,45,22,0.01,,
1968-12-15,,43,28,0.01,,
1968-12-16,,48,38,0.00,,
1968-12-17,,47,37,0.13,,
1968-12-18,,46,33,0.01,,
1968-12-19,,49,41,0.09,,
1968-12-20,,45,33,0.00,,
1968-12-21,,52,40,0.00,,
1968-12-22,,47,31,0.23,,
1968-12-23,,47,40,1.25,,
1968-12-24,,41,37,0.86,,
1968-12-25,,48,36,0.69,,
1968-12-26,,38,34,0.05,,
1968-12-27,,35,28,0.00,,
1968-12-28,,34,28,0.12,,
1968-12-29,,32,21,0.01,,
1968-12-30,,28,15,0.28,,
1968-12-31,,29,24,0.02,,
1969-01-01,,29,24,0.00,,
1969-01-02,,36,25,0.00,,
1969-01-03,,39,33,0.00,,
1969-01-04,,36,34,0.00,,
1969-01-05,,39,28,0.00,,
1969-01-06,,43,22,0.00,,
1969-01-07,,45,32,0.55,,
1969-01-08,,44,32,0.00,,
1969-01-09,,33,25,0.00,,
1969-01-10,,43,23,0.00,,
1969-01-11,,48,30,0.00,,
1969-01-12,,55,33,0.06,,
1969-01-13,,52,43,0.15,,
1969-01-14,,44,38,0.71,,
1969-01-15,,49,36,0.04,,
1969-01-16,,48,38,0.09,,
1969-01-17,,46,31,0.09,,
1969-01-18,,46,40,0.23,,
1969-01-19,,47,33,0.00,,
1969-01-20,,47,29,0.00,,
1969-01-21,,53,30,0.00,,
1969-01-22,,51,33,0.00,,
1969-01-23,,51,33,0.00,,
1969-01-24,,50,45,0.00,,
1969-01-25,,47,42,0.00,,
1969-01-26,,51,31,0.00,,
1969-01-27,,55,40,0.00,,
1969-01-28,,53,35,0.11,,
1969-01-29,,52,40,0.02,,
1969-01-30,,50,36,0.03,,
1969-01-31,,49,37,0.00,,
1969-02-01,,51,40,0.00,,
1969-02-02,,49,36,0.11,,
1969-02-03,,39,27,0.00,,
1969-02-04,,37,29,0.00,,
1969-02-05,,35,28,0.00,,
1969-02-06,,34,24,0.00,,
1969-02-07,,43,17,0.03,,
1969-02-08,,33,26,0.02,,
1969-02-09,,33,17,0.03,,
1969-02-10,,34,22,0.00,,
1969-02-11,,33,17,0.07,,
1969-02-12,,42,28,0.03,,
1969-02-13,,44,28,0.00,,
1969-02-14,,31,,0.00,,
1969-02-15,,,22,0.01,,
1969-02-16,,27,20,0.19,,
1969-02-17,,36,18,0.01,,
1969-02-18,,45,15,0.02,,
1969-02-19,,54,41,0.69,,
1969-02-20,,57,35,0.00,,
1969-02-21,,59,30,0.00,,
1969-02-22,,51,42,0.03,,
1969-02-23,,52,40,0.78,,
1969-02-24,,48,41,0.24,,
1969-02-25,,48,40,0.00,,
1969-02-26,,48,34,0.02,,
1969-02-27,,47,31,0.00,,
1969-02-28,,45,34,0.00,,
1969-03-01,,53,31,0.00,,
1969-03-02,,57,42,0.00,,
1969-03-03,,59,43,0.01,,
1969-03-04,,50,40,0.00,,
1969-03-05,,43,32,0.00,,
1969-03-06,,46,37,0.01,,
1969-03-07,,53,36,0.00,,
1969-03-08,,53,31,0.00,,
1969-03-09,,60,28,0.00,,
1969-03-10,,59,35,0.00,,
1969-03-11,,58,46,0.22,,
1969-03-12,,59,49,0.02,,
1969-03-13,,60,52,0.67,,
1969-03-14,,55,50,0.65,,
1969-03-15,,56,41,0.00,,
1969-03-16,,60,44,0.09,,
1969-03-17,,61,48,0.22,,
1969-03-18,,61,41,0.29,,
1969-03-19,,54,48,0.19,,
1969-03-20,,55,45,0.00,,
1969-03-21,,57,42,0.00,,
1969-03-22,,54,38,0.41,,
1969-03-23,,49,44,0.31,,
1969-03-24,,42,35,0.00,,
1969-03-25,,41,33,0.00,,
1969-03-26,,39,34,0.05,,
1969-03-27,,42,36,0.12,,
1969-03-28,,42,34,0.00,,
1969-03-29,,44,30,0.00,,
1969-03-30,,48,28,0.02,,
1969-03-31,,53,39,0.09,,
1969-04-01,,58,45,0.11,,
1969-04-02,,50,36,0.00,,
1969-04-03,,53,32,0.00,,
1969-04-04,,58,38,0.00,,
1969-04-05,,43,33,0.12,,
1969-04-06,,63,33,0.00,,
1969-04-07,,66,36,0.00,,
1969-04-08,,67,38,0.00,,
1969-04-09,,70,41,0.00,,
1969-04-10,,72,40,0.00,,
1969-04-11,,66,45,0.00,,
1969-04-12,,64,44,0.10,,
1969-04-13,,52,41,0.00,,
1969-04-14,,50,35,0.27,,
1969-04-15,,51,39,0.15,,
1969-04-16,,59,47,0.13,,
1969-04-17,,51,43,0.01,,
1969-04-18,,47,36,0.00,,
1969-04-19,,49,29,0.00,,
1969-04-20,,60,38,0.03,,
1969-04-21,,55,48,0.03,,
1969-04-22,,61,50,0.20,,
1969-04-23,,57,47,0.00,,
1969-04-24,,69,47,0.00,,
1969-04-25,,75,45,0.00,,
1969-04-26,,69,,0.17,,
1969-04-27,,,53,1.06,,
1969-04-28,,55,51,0.31,,
1969-04-29,,53,50,0.20,,
1969-04-30,,56,49,0.00,,
1969-05-01,,66,50,0.02,,
1969-05-02,,72,50,0.00,,
1969-05-03,,69,53,0.02,,
1969-05-04,,64,50,0.04,,
1969-05-05,,64,51,0.69,,
1969-05-06,,55,48,0.00,,
1969-05-07,,63,48,0.12,,
1969-05-08,,62,47,0.07,,
1969-05-09,,66,52,0.06,,
1969-05-10,,70,53,0.00,,
1969-05-11,,74,48,0.00,,
1969-05-12,,81,51,0.00,,
1969-05-13,,81,54,0.00,,
1969-05-14,,76,53,0.00,,
1969-05-15,,77,55,0.00,,
1969-05-16,,63,57,0.00,,
1969-05-17,,67,45,0.00,,
1969-05-18,,67,47,0.00,,
1969-05-19,,55,44,0.00,,
1969-05-20,,61,37,0.00,,
1969-05-21,,67,39,0.00,,
1969-05-22,,78,43,0.00,,
1969-05-23,,79,50,0.00,,
1969-05-24,,69,55,0.00,,
1969-05-25,,71,52,0.65,,
1969-05-26,,65,49,0.00,,
1969-05-27,,65,45,0.03,,
1969-05-28,,74,55,0.35,,
1969-05-29,,76,50,0.26,,
1969-05-30,,64,52,0.17,,
1969-05-31,,66,49,0.00,,
1969-06-01,,65,51,0.00,,
